Approved Symbol	Ensembl Gene ID
NCOR1P2	ENSG00000265019
HIGD1AP3	ENSG00000248929
HIGD1AP5	ENSG00000255254
HIGD1AP4	ENSG00000233299
HIGD1AP6	ENSG00000253229
HIGD1AP7	
HIGD1AP8	ENSG00000237303
HIGD1AP9	ENSG00000258104
HIGD1AP10	ENSG00000254455
HIGD1AP11	ENSG00000227644
HIGD1AP12	ENSG00000236012
HIGD1AP13	ENSG00000251019
HIGD1AP14	ENSG00000248785
HIGD1AP15	ENSG00000237005
HIGD1AP16	ENSG00000219608
HIGD1AP17	ENSG00000258886
HIGD1AP18	ENSG00000253952
HIF1A-AS1	ENSG00000258777
HIF1A-AS2	ENSG00000258667
HIF1AP1	ENSG00000258978
DICER1-AS1	ENSG00000235706
DNAAF4-CCPG1	ENSG00000261771
PPIAP29	ENSG00000214975
PCAT1	ENSG00000253438
RNA5SP123	ENSG00000200114
RNA5SP124	ENSG00000199609
RNA5SP125	ENSG00000201713
RNA5SP126	ENSG00000201962
RNA5SP127	ENSG00000222983
RNA5SP128	ENSG00000202175
RNA5SP129	ENSG00000222208
RNA5SP130	ENSG00000201301
RNA5SP131	ENSG00000202322
RNA5SP132	ENSG00000201595
RNA5SP133	ENSG00000200238
RNA5SP134	ENSG00000252301
RNA5SP135	ENSG00000252828
RNA5SP136	ENSG00000222838
RNA5SP137	ENSG00000252642
RNA5SP138	ENSG00000201968
RNA5SP139	ENSG00000201210
RNA5SP140	ENSG00000201394
RNA5SP141	ENSG00000201413
RNA5SP142	ENSG00000201325
RNA5SP143	ENSG00000252745
RNA5SP144	ENSG00000222778
RNA5SP145	ENSG00000199994
RNA5SP146	ENSG00000222675
RNA5SP147	ENSG00000252302
RNA5SP148	ENSG00000252336
RNA5SP149	ENSG00000201822
RNA5SP150	ENSG00000199839
RNA5SP151	ENSG00000202502
RNA5SP152	ENSG00000202054
RNA5SP153	ENSG00000252307
RNA5SP154	ENSG00000252002
RNA5SP155	ENSG00000223086
RNA5SP156	ENSG00000222182
RNA5SP157	ENSG00000251816
RNA5SP158	ENSG00000222230
RNA5SP159	ENSG00000252970
RNA5SP160	ENSG00000201736
RNA5SP161	ENSG00000200741
RNA5SP162	ENSG00000251823
RNA5SP163	ENSG00000222236
RNA5SP164	ENSG00000252342
RNA5SP165	ENSG00000252951
RNA5SP166	ENSG00000201846
RNA5SP167	ENSG00000202331
RNA5SP168	ENSG00000252451
RNA5SP169	ENSG00000253077
RNA5SP170	ENSG00000252959
RNA5SP171	ENSG00000212373
RNA5SP172	ENSG00000201931
RNA5SP173	ENSG00000201727
RNA5SP174	ENSG00000199572
RNA5SP175	ENSG00000201145
RNA5SP176	ENSG00000212258
RNA5SP177	ENSG00000222054
RNA5SP178	ENSG00000222312
RNA5SP179	ENSG00000253093
RNA5SP180	ENSG00000251990
RNA5SP181	ENSG00000222178
RNA5SP182	ENSG00000251873
RNA5SP183	ENSG00000199322
RNA5SP184	ENSG00000223003
RNA5SP185	ENSG00000212265
RNA5SP186	ENSG00000252833
RNA5SP187	ENSG00000207129
RNA5SP188	ENSG00000199786
RNA5SP189	ENSG00000201790
RNA5SP190	ENSG00000202092
RNA5SP191	ENSG00000199455
RNA5SP192	ENSG00000201274
RNA5SP193	ENSG00000222285
RNA5SP194	ENSG00000201532
RNA5SP195	ENSG00000199545
RNA5SP196	ENSG00000280646
RNA5SP197	ENSG00000200227
RNA5SP198	ENSG00000222308
RNA5SP199	ENSG00000200275
RNA5SP200	ENSG00000252169
RNA5SP201	ENSG00000222248
RNA5SP202	ENSG00000201185
RNA5SP203	ENSG00000222383
RNA5SP204	ENSG00000201415
RNA5SP205	ENSG00000201523
RNA5SP206	ENSG00000252512
RNA5SP207	ENSG00000212176
RNA5SP208	ENSG00000251965
RNA5SP209	ENSG00000223169
RNA5SP210	ENSG00000212336
RNA5SP211	ENSG00000202386
RNA5SP212	ENSG00000212525
RNA5SP213	ENSG00000212333
RNA5SP214	ENSG00000200248
RNA5SP215	ENSG00000200310
RNA5SP216	ENSG00000251920
RNA5SP217	ENSG00000251768
RNA5SP218	ENSG00000200058
RNA5SP219	ENSG00000212242
RNA5SP220	ENSG00000252107
RNA5SP221	ENSG00000223203
RNA5SP222	ENSG00000222971
RNA5SP223	ENSG00000202044
RNA5SP224	ENSG00000201939
RNA5SP225	ENSG00000222806
RNA5SP226	ENSG00000199523
RNA5SP227	ENSG00000251993
RNA5SP228	ENSG00000252041
RNA5SP229	ENSG00000222741
RNA5SP230	ENSG00000252848
RNA5SP231	ENSG00000222428
RNA5SP232	ENSG00000201014
RNA5SP233	ENSG00000238391
RNA5SP234	ENSG00000200786
RNA5SP235	ENSG00000202281
RNA5SP236	ENSG00000251978
RNA5SP237	ENSG00000222346
RNA5SP238	ENSG00000202334
RNA5SP239	ENSG00000222150
RNA5SP240	ENSG00000202225
RNA5SP241	ENSG00000212628
RNA5SP242	ENSG00000201041
RNA5SP243	ENSG00000252866
RNA5SP244	ENSG00000212238
RNA5SP245	ENSG00000201109
RNA5SP246	ENSG00000239021
RNA5SP247	ENSG00000223113
RNA5SP248	ENSG00000202472
RNA5SP249	ENSG00000251936
RNA5SP250	ENSG00000199404
RNA5SP251	ENSG00000222546
RNA5SP252	ENSG00000212433
RNA5SP253	ENSG00000252029
RNA5SP254	ENSG00000252535
RNA5SP255	ENSG00000252179
RNA5SP256	ENSG00000212280
RNA5SP257	ENSG00000274467
RNA5SP258	ENSG00000199620
RNA5SP259	ENSG00000202411
RNA5SP260	ENSG00000200719
RNA5SP261	ENSG00000222468
RNA5SP262	ENSG00000252261
RNA5SP263	ENSG00000200246
RNA5SP264	ENSG00000199985
RNA5SP265	ENSG00000222955
RNA5SP266	ENSG00000222205
RNA5SP267	ENSG00000201763
RNA5SP268	ENSG00000252637
RNA5SP269	ENSG00000239184
RNA5SP270	ENSG00000223293
RNA5SP271	ENSG00000252509
RNA5SP272	ENSG00000251904
RNA5SP273	ENSG00000199354
RNA5SP274	ENSG00000222416
RNA5SP275	ENSG00000200806
RNA5SP276	ENSG00000199450
RNA5SP277	ENSG00000202356
RNA5SP278	ENSG00000252864
RNA5SP279	ENSG00000202383
RNA5SP280	ENSG00000223162
RNA5SP281	ENSG00000252313
RNA5SP282	ENSG00000252164
RNA5SP283	ENSG00000202474
RNA5SP284	ENSG00000207277
RNA5SP285	ENSG00000252428
RNA5SP286	ENSG00000212454
RNA5SP287	ENSG00000252167
RNA5SP288	ENSG00000251884
RNA5SP289	ENSG00000199202
RNA5SP290	ENSG00000252942
RNA5SP291	ENSG00000253031
RNA5SP292	ENSG00000212276
RNA5SP293	ENSG00000222459
RNA5SP294	ENSG00000223238
RNA5SP295	ENSG00000199525
RNA5SP296	ENSG00000222455
RNA5SP297	ENSG00000212331
RNA5SP298	ENSG00000201861
RNA5SP299	ENSG00000212505
RNA5SP300	ENSG00000212499
RNA5SP301	ENSG00000199407
RNA5SP302	ENSG00000201766
RNA5SP303	ENSG00000252001
RNA5SP304	ENSG00000223131
RNA5SP305	ENSG00000199535
RNA5SP306	ENSG00000223019
RNA5SP307	ENSG00000199733
RNA5SP308	ENSG00000199402
RNA5SP309	ENSG00000252479
RNA5SP310	ENSG00000239152
RNA5SP311	ENSG00000238405
RNA5SP312	ENSG00000252877
RNA5SP313~withdrawn	
RNA5SP314~withdrawn	
RNA5SP315	ENSG00000252149
RNA5SP316~withdrawn	
RNA5SP317	ENSG00000222108
RNA5SP318	ENSG00000252161
RNA5SP319	ENSG00000199638
RNA5SP320	ENSG00000252072
RNA5SP321	ENSG00000199592
RNA5SP322	ENSG00000200487
RNA5SP323	ENSG00000212396
RNA5SP324	ENSG00000202047
RNA5SP325	ENSG00000200626
RNA5SP326	ENSG00000200079
RNA5SP327	ENSG00000199364
RNA5SP328	ENSG00000222740
RNA5SP329	ENSG00000202147
RNA5SP330	ENSG00000252905
RNA5SP331	ENSG00000201856
RNA5SP332	ENSG00000212365
RNA5SP333	ENSG00000200336
RNA5SP334	ENSG00000201695
RNA5SP335	ENSG00000200687
RNA5SP336	ENSG00000201059
RNA5SP337	ENSG00000252816
RNA5SP338	ENSG00000222427
RNA5SP339	ENSG00000212289
RNA5SP340	ENSG00000252941
RNA5SP341	ENSG00000252070
RNA5SP342	ENSG00000252902
RNA5SP343	ENSG00000284736
RNA5SP344	ENSG00000223013
RNA5SP345	ENSG00000222578
RNA5SP346	ENSG00000200411
RNA5SP347	ENSG00000199315
RNA5SP348	
RNA5SP349	ENSG00000200613
RNA5SP350	ENSG00000200168
RNA5SP351	ENSG00000238965
RNA5SP352	ENSG00000200278
RNA5SP353	ENSG00000201476
RNA5SP354	ENSG00000212549
RNA5SP355	ENSG00000202187
RNA5SP356	ENSG00000251781
RNA5SP357	ENSG00000272435
RNA5SP358	ENSG00000199843
RNA5SP359	ENSG00000201708
RNA5SP360	ENSG00000252364
RNA5SP361	ENSG00000199556
RNA5SP362	ENSG00000251857
RNA5SP363	ENSG00000201942
RNA5SP364	ENSG00000252747
RNA5SP365	ENSG00000252207
RNA5SP366	ENSG00000202324
RNA5SP367	ENSG00000252366
RNA5SP368	ENSG00000201168
RNA5SP369	ENSG00000223046
RNA5SP370	ENSG00000199415
RNA5SP371	ENSG00000222302
RNA5SP372	ENSG00000212138
RNA5SP373	ENSG00000253080
RNA5SP374	ENSG00000199809
RNA5SP375	ENSG00000199845
RNA5SP376	ENSG00000212251
RNA5SP377	ENSG00000212154
RNA5SP378	ENSG00000200516
RNA5SP379	ENSG00000201469
RNA5SP380	ENSG00000252999
RNA5SP381~withdrawn	
RNA5SP382	ENSG00000200225
RNA5SP383	ENSG00000199804
RNA5SP384	ENSG00000252424
RNA5SP385	ENSG00000251756
RNA5SP386	ENSG00000272253
RNA5SP387	ENSG00000201096
RNA5SP388	ENSG00000199454
RNA5SP389	ENSG00000199480
RNA5SP390	ENSG00000222123
RNA5SP391	ENSG00000200326
RNA5SP392	ENSG00000252714
RNA5SP393	ENSG00000200293
RNA5SP394	ENSG00000201086
RNA5SP395	ENSG00000252376
RNA5SP396	ENSG00000201704
RNA5SP397	ENSG00000212625
RNA5SP398~withdrawn	
RNA5SP399	ENSG00000200873
RNA5SP400	ENSG00000252964
RNA5SP401	ENSG00000251729
RNA5SP402	ENSG00000252957
RNA5SP403	ENSG00000200468
RNA5SP404	ENSG00000252927
RNA5SP405	ENSG00000199929
RNA5SP406	ENSG00000251915
RNA5SP407	ENSG00000222207
RNA5SP408	ENSG00000251924
RNA5SP409	ENSG00000252624
RNA5SP410	ENSG00000252094
RNA5SP411	ENSG00000276599
RNA5SP412	ENSG00000277004
RNA5SP413	ENSG00000252182
RNA5SP414	ENSG00000274228
RNA5SP415	ENSG00000253055
RNA5SP416	ENSG00000252647
RNA5SP417	ENSG00000252268
RNA5SP418	ENSG00000251760
RNA5SP419	ENSG00000251717
RNA5SP420	ENSG00000252806
RNA5SP421	ENSG00000252673
RNA5SP422	ENSG00000252587
RNA5SP423	ENSG00000252936
RNA5SP424	ENSG00000212290
RNA5SP425	ENSG00000222268
RNA5SP426	ENSG00000199771
RNA5SP427	ENSG00000202193
RNA5SP428	ENSG00000201999
RNA5SP429	ENSG00000200558
RNA5SP430	ENSG00000199299
RNA5SP431	ENSG00000222244
RNA5SP432	ENSG00000199350
RNA5SP433	ENSG00000201361
RNA5SP434	ENSG00000252456
RNA5SP435	ENSG00000200914
RNA5SP436	ENSG00000251829
RNA5SP437	ENSG00000253058
RNA5SP438	ENSG00000252370
RNA5SP439	ENSG00000274164
RNA5SP440	ENSG00000276036
RNA5SP441	ENSG00000252618
RNA5SP442	ENSG00000201920
RNA5SP443	ENSG00000199953
RNA5SP444	ENSG00000252653
RNA5SP445	ENSG00000251698
RNA5SP446	ENSG00000251764
RNA5SP447	ENSG00000200619
RNA5SP448	ENSG00000200021
RNA5SP449	ENSG00000252680
RNA5SP450	ENSG00000223138
RNA5SP451	ENSG00000222520
RNA5SP452	ENSG00000199874
RNA5SP453	ENSG00000199373
RNA5SP454	ENSG00000253040
RNA5SP455	ENSG00000202060
RNA5SP456	ENSG00000200872
RNA5SP457	ENSG00000200527
RNA5SP458	ENSG00000251997
RNA5SP459	ENSG00000252437
RNA5SP460	ENSG00000252598
RNA5SP461	ENSG00000252260
RNA5SP462	ENSG00000252539
RNA5SP463	ENSG00000199900
RNA5SP464	ENSG00000252060
RNA5SP465	ENSG00000212497
RNA5SP466	ENSG00000252546
RNA5SP467	ENSG00000212576
RNA5SP468	ENSG00000252591
RNA5SP469	ENSG00000201035
RNA5SP470	ENSG00000252272
RNA5SP471	ENSG00000252780
RNA5SP472	ENSG00000200738
RNA5SP473	ENSG00000252211
RNA5SP474	ENSG00000212536
RNA5SP475	ENSG00000222500
RNA5SP476	ENSG00000252422
RNA5SP477	ENSG00000199509
RNA5SP478	ENSG00000201527
RNA5SP479	ENSG00000201728
RNA5SP480	ENSG00000252649
RNA5SP481	ENSG00000252623
RNA5SP482	ENSG00000212571
RNA5SP483	ENSG00000200301
RNA5SP484	ENSG00000238908
RNA5SP485	ENSG00000201923
RNA5SP486	ENSG00000251770
RNA5SP487	ENSG00000222118
RNA5SP488	ENSG00000201812
RNA5SP489	ENSG00000238627
RNA5SP490	ENSG00000252950
RNA5SP491	ENSG00000199806
RNA5SP492	ENSG00000223262
RNA5SP493	ENSG00000200985
RNA5SP494	ENSG00000222585
RNA5SP495	ENSG00000252267
RNA5SP496	ENSG00000212542
RNA5SP497	ENSG00000251890
RNA5SP498	ENSG00000223274
RNA5SP499	ENSG00000200852
RNA5SP500	ENSG00000201356
RNA5SP501	ENSG00000222922
RNA5SP502	ENSG00000199564
RNA5SP503	ENSG00000252856
RNA5SP504	ENSG00000222608
RNA5SP505	ENSG00000201618
RNA5SP506	ENSG00000272351
RNA5SP507	ENSG00000200473
RNA5SP508	ENSG00000223259
RNA5SP509	ENSG00000201447
RNA5SP510	ENSG00000201567
RNA5SP511	ENSG00000222419
RNA5SP512	ENSG00000201420
RNA5SP513	ENSG00000201518
RNA5SP514	ENSG00000200587
RNA5SP515	ENSG00000201440
RNA5SP516	ENSG00000201000
RNA5SP517	ENSG00000201594
RNA5SP518	ENSG00000251766
RNA5SP519	ENSG00000252289
RNA5SP520	ENSG00000252315
RNA5SP521	ENSG00000252012
RNA5SP522	ENSG00000251953
RNA5SP523	ENSG00000252667
LINC00851	ENSG00000237282
RNF7P1	ENSG00000239831
LINC00489	ENSG00000225759
LINC00491	ENSG00000250682
LINC00492	ENSG00000250958
SMIM26	ENSG00000232388
KLHL7-DT	ENSG00000230658
ITIH2-AS1~withdrawn	
MRVI1-AS1	ENSG00000177112
LINC00498	ENSG00000248397
LINC00499	ENSG00000251372
LINC00500	ENSG00000249381
SLC25A5-AS1	ENSG00000224281
LINC00501	ENSG00000203645
WASHC5-AS1	ENSG00000253167
DGUOK-AS1	ENSG00000237883
LINC00502	ENSG00000224851
MYZAP	ENSG00000263155
SNRPEP3	ENSG00000227624
SNRPEP4	ENSG00000233270
SNRPEP5	ENSG00000225642
MIR5692C2	
MIR5707	
MIR5197	
MIR4436B2	
MIR5585	ENSG00000266203
MIR5683	
MIR548AW	
MIR548AR	
MIR5699	
MIR5687	
MIR5009	
MIR5186	
MIR3670-2	ENSG00000264722
MIR5582	
MIR5001	
MIR5688	
MIR5000	
MIR548AP	
MIR5692A2	
MIR5092	
MIR5007	
MIR5704	
MIR5002	
MIR5583-2	
MIR3680-2	
MIR5192	
MIR5093	
MIR5703	
MIR5572	
MIR5682	
MIR5091	
MIR5689	
MIR5087	
MIR4444-2	
MIR5580	
MIR548AU	
MIR5010	
MIR5579	ENSG00000266570
MIR4666B	
MIR5698	ENSG00000263987
MIR548AQ	
MIR5088	
MIR5690	
MIR5583-1	
MIR5680	
MIR5586	
MIR4999	
MIR5006	
MIR5011	
MIR5191	
MIR5194	
MIR5693	
MIR5706	
MIR664B	
MIR5188	
MIR5702	
MIR5705	
MIR5588	
MIR5692C1	
MIR5584	ENSG00000263381
MIR5587	
MIR5697	ENSG00000265521
MIR5701-2	
MIR5708	
MIR5003	
MIR5571	
MIR5589	
MIR5189	
MIR5696	
MIR548AT	
MIR5681A	ENSG00000266502
MIR5094	
MIR4524B	
MIR5700	
MIR5701-1	
MIR5187	
MIR1295B	
MIR4536-2	ENSG00000266328
MIR5195	
MIR5581	
MIR548AX	
MIR5686~withdrawn	
MIR5694	
MIR5591	
MIR5004	
MIR5692A1	
MIR5193	
MIR5692B	
MIR5089	
MIR548AV	ENSG00000263750
MIR5681B	
MIR548AO	
MIR5100	
MIR5590	
MIR5196	
MIR5685	
MIR5684	
MIR5691	
MIR5008	
MIR5090	
MIR5695	
MIR5190	
MIR548AS	
UBE2CP2	ENSG00000265939
UBE2CP3	ENSG00000250384
UBE2CP4	ENSG00000259179
UBE2CP5	
LINC00504	ENSG00000248360
LINC00505~withdrawn	
LINC00506	
LINC00507	ENSG00000256193
LINC00508	ENSG00000256971
P4HA2-AS1	ENSG00000237714
SMKR1	ENSG00000240204
MIR205HG	ENSG00000230937
OIP5-AS1	ENSG00000247556
LINC00511	ENSG00000227036
LINC00513	ENSG00000233559
TBC1D3P5	ENSG00000266433
TBC1D3P6	ENSG00000224966
TBC1D3P7	ENSG00000233014
USP32P1	ENSG00000188933
SNRPEP6	ENSG00000217824
SNRPEP7	ENSG00000225990
SNRPEP8	ENSG00000231399
SNRPEP9	ENSG00000214124
SNRPEP10	ENSG00000227002
USP32P3	ENSG00000189423
USP32P4	
CHEK2P2	ENSG00000259156
CHEK2P3	ENSG00000234898
CHEK2P4	ENSG00000235969
CHEK2P5	ENSG00000234541
SLC9B1P3	ENSG00000233867
SLC9B1P4	ENSG00000227367
SLC9B1P5	
NUDT19P1	
NUDT19P2	
NUDT19P3	ENSG00000216723
NUDT19P4	ENSG00000270900
NUDT19P5	ENSG00000251073
HDAC2-AS2	ENSG00000228624
DAPK1-IT1	ENSG00000236709
GDNF-AS1	ENSG00000248587
NEGR1-AS1~withdrawn	
ZRANB2-AS1	ENSG00000235079
ZRANB2-AS2	ENSG00000229956
CASP3P1	ENSG00000237033
PRDX4P1	ENSG00000248987
PRDX4P2	
LIFR-AS1	ENSG00000244968
ANKRD18CP	ENSG00000159712
ANKRD20A12P	
ANKRD20A13P	
ANKRD20A14P	
ANKRD20A15P	
ANKRD20A16P	
ANKRD20A17P	ENSG00000251056
ANKRD18EP	ENSG00000217165
IGBP1P2	
IGBP1P3	ENSG00000231552
IGBP1P4	ENSG00000250325
IGBP1P5	ENSG00000250858
CHMP4BP1	ENSG00000258469
FAM90A27P	ENSG00000189348
FADS2P1	ENSG00000274150
MGAT4D	ENSG00000205301
SSU72P1	ENSG00000226547
SSU72P2	ENSG00000284306
SSU72P3	ENSG00000284546
SSU72P4	ENSG00000283873
SSU72P5	ENSG00000284018
SSU72P6	ENSG00000236175
SSU72P7	ENSG00000284438
SSU72P8	ENSG00000230268
TMEM198B	ENSG00000182796
LZTS1-AS1	ENSG00000253733
HMBOX1-OT1~withdrawn	
HMBOX1-IT1	ENSG00000259196
NRG1-IT1	ENSG00000253974
NRG1-IT2~withdrawn	
NRG1-IT3	ENSG00000254049
LRRC3-DT	ENSG00000229356
FRMD6-AS2	ENSG00000258537
MEI4	ENSG00000269964
FAM215B	ENSG00000232300
FAM220CP	ENSG00000213612
TDRG1	ENSG00000204091
LINC00534	ENSG00000253394
LINC00535	ENSG00000246662
LINC00536	ENSG00000249917
ARMC10P1	ENSG00000178660
ERVK11-1	
TPTEP1	ENSG00000100181
MAFG-DT	ENSG00000265688
HEXD-IT1	ENSG00000279066
NARF-IT1	ENSG00000266236
TP53COR1	
FSBP	ENSG00000265817
LINC00537	
LINC00538	ENSG00000281664
PROX1-AS1	ENSG00000230461
CCDC200	ENSG00000236383
BIN2P1	ENSG00000234568
BIN2P2	ENSG00000248684
PLCB2-AS1	ENSG00000259307
CBR3-AS1	ENSG00000236830
OSTM1-AS1	ENSG00000225174
QRSL1P1	ENSG00000215833
QRSL1P2	ENSG00000227613
QRSL1P3	ENSG00000257957
JRKL-AS1	ENSG00000255679
LINC00539	ENSG00000224429
LINC00540	
CEND1P1	ENSG00000213159
CEND1P2	
LINC00543	ENSG00000260704
LINC00544	ENSG00000122043
LINC00545	ENSG00000236094
LINC00547	
LINC00548	
TSC22D1-AS1	
TPT1-AS1	ENSG00000170919
LINC00550	ENSG00000281778
BIVM-ERCC5	ENSG00000270181
LINC00551	ENSG00000272274
LINC00552	ENSG00000279770
AIMP1P2	ENSG00000227177
GAS6-DT	ENSG00000272695
URAHP	ENSG00000222019
DOCK9-DT	ENSG00000260992
LINC00554	ENSG00000260738
PLUT	ENSG00000247381
LINC00555	ENSG00000261057
LINC00556	ENSG00000260131
LINC00557	ENSG00000260962
LINC00558	ENSG00000261517
LINC00559	ENSG00000261446
LINC00560	ENSG00000261666
LINC00561	ENSG00000261206
LINC00562	ENSG00000260388
LINC00563	ENSG00000261097
LINC00564	ENSG00000260094
LINC00565	ENSG00000260910
LINC00566	ENSG00000261498
LINC00567	ENSG00000259831
TARS2P1	ENSG00000248104
FALEC	ENSG00000228126
PCAT6	ENSG00000228288
CYP4A22-AS1	ENSG00000225506
LINC00853	ENSG00000224805
LINC00570	ENSG00000224177
SCAANT1	ENSG00000280620
KCNJ2-AS1	ENSG00000267365
LINC00571	ENSG00000223685
LINC00572	ENSG00000224405
USH1K	
CHRM3-AS2	ENSG00000233355
SCA37	
VTI1BP1	ENSG00000243974
VTI1BP2	ENSG00000213434
VTI1BP3	ENSG00000258074
VTI1BP4	ENSG00000227759
MANEA-DT	ENSG00000261366
PCNAP3	ENSG00000214009
PCNAP4	ENSG00000254544
MAPT-AS1	ENSG00000264589
KANSL1-AS1	ENSG00000214401
MAPT-IT1	
RBM11P1	ENSG00000271488
HOXB-AS1	ENSG00000230148
HOXA-AS2	ENSG00000253552
FAM90A26	ENSG00000229924
FAM90A28P	ENSG00000269118
HOXA-AS3	ENSG00000254369
HOXC-AS1	ENSG00000250451
HOXC-AS2	ENSG00000250133
HOXC-AS3	ENSG00000251151
DPPA5P1	ENSG00000269776
HOXC13-AS	ENSG00000249641
DPPA5P2	ENSG00000259427
HAGLR	ENSG00000224189
HOXD-AS2	ENSG00000237380
KHDC1P1	ENSG00000251360
FTO-IT1	
FTOP1	ENSG00000226491
HAUS1P1	ENSG00000251453
HAUS1P2	ENSG00000224224
HAUS1P3	ENSG00000253226
HAUS4P1	ENSG00000226967
HAUS6P1	ENSG00000227344
HAUS6P2	ENSG00000236121
HAUS8P1	ENSG00000257300
ZSWIM5P1	ENSG00000235430
ZSWIM5P2	ENSG00000231258
ZSWIM5P3	ENSG00000248958
THEGL	ENSG00000249693
COX20P2	ENSG00000235013
LINC-ROR	ENSG00000258609
CASP1P1	ENSG00000255430
CASP1P2	ENSG00000254750
CASP1P3	
FAM218BP	ENSG00000221891
TMA16P1	ENSG00000255265
TMA16P2	ENSG00000232467
SLC29A4P2	ENSG00000214660
SLC29A4P1	ENSG00000214668
SLC25A3P2	ENSG00000258373
SLC25A3P3	
GOLGA4P3	
PRSS3P1	ENSG00000250591
PRSS3P2	
PRSS3P4	ENSG00000204982
PRSS3P3	ENSG00000277083
LRRC37A7P	ENSG00000265158
LRRC37A8P	
HIST2H3DP1	ENSG00000213244
LINC00578	ENSG00000228221
SLC16A14P1	ENSG00000213708
STK4-AS1	ENSG00000227477
LRRC37A9P	ENSG00000271013
LRRC37A10P	
LRRC37A11P	ENSG00000214553
LRRC37A12P	ENSG00000229259
LRRC37A13P	ENSG00000257101
LRRC37A14P	ENSG00000215771
LRRC37A15P	ENSG00000230069
LRRC37A16P	ENSG00000267023
PTGES3P2	ENSG00000217643
PTGES3P3	ENSG00000229204
PTGES3P1	ENSG00000234518
PTGES3P4	ENSG00000236937
PTGES3P5	ENSG00000234544
SPATA31E2P	ENSG00000258916
SPATA31E3P	ENSG00000274279
NCAPD2P1	ENSG00000230356
PSMA2P1	ENSG00000254582
PSMA2P2	ENSG00000251234
PSMA2P3	ENSG00000227890
APOBEC3AP1	ENSG00000248822
APOBEC3B-AS1	ENSG00000249310
MAP2K4P1	ENSG00000269904
TMEM161B-AS1	ENSG00000247828
LINC00581	
ADAM12-OT1~withdrawn	
LINC00582	ENSG00000229228
DEFB130C	ENSG00000255157
DEFB109C	ENSG00000205989
SLC25A1P1	ENSG00000254479
SLC25A1P3	ENSG00000213645
SLC25A1P2	ENSG00000234467
SLC25A1P4	ENSG00000261608
SLC25A1P5	ENSG00000267323
SLC25A6P2	ENSG00000232203
SLC25A6P3	ENSG00000232846
SLC25A6P4	ENSG00000266909
SLC25A6P5	ENSG00000228948
SLC25A6P6	ENSG00000218870
SLC25A14P1	ENSG00000213608
SLC25A18P1	ENSG00000234309
SLC25A38P1	ENSG00000229785
SLC25A39P1	ENSG00000226148
SLC25A47P1	ENSG00000254799
FAM96AP1	ENSG00000234048
FAM96AP2	ENSG00000224566
EIF2S3B	ENSG00000180574
CROCCP4	ENSG00000227684
CROCCP5	ENSG00000186543
DCAF13P1	ENSG00000242562
DCAF13P2	ENSG00000250816
DCAF13P3	ENSG00000259378
DAZAP2P1	ENSG00000223825
EXOC5P1	ENSG00000180673
EXOC7P1	ENSG00000250485
SUZ12P2	
MEG9	ENSG00000223403
BANCR	ENSG00000278910
RBM12B-AS2~withdrawn	
CENPVL2	ENSG00000283093
CENPVL3	ENSG00000224109
TNRC18P1	ENSG00000249661
FOXN3P1	ENSG00000176318
BANF1P3	ENSG00000237758
BANF1P4	ENSG00000223828
BANF1P5	ENSG00000225935
PRELID1P1	ENSG00000217325
PRELID1P2	ENSG00000217408
PRELID1P3	ENSG00000235816
PRELID1P4	ENSG00000259592
YAP1P3	
VIM2P	ENSG00000220548
PRELID2P1	ENSG00000257336
FENDRR	ENSG00000268388
CD27-AS1	ENSG00000215039
RPL10P14	ENSG00000260031
TAS2R67P	
RPS23P7	ENSG00000239527
SALL4P7	ENSG00000258692
ADAM20P2	ENSG00000248574
ADAM20P3	ENSG00000249162
DBET	ENSG00000281591
TAS2R68P	
OTX2-AS1	ENSG00000248550
IFNG-AS1	ENSG00000255733
CASC17	ENSG00000260785
NECAP1P1	ENSG00000178503
NECAP1P2	ENSG00000234632
FANK1-AS1	ENSG00000233409
LINC00601	ENSG00000235180
LINC00602	
LINC00603	ENSG00000250048
CCDC11P1	ENSG00000251515
INTS6P1	ENSG00000250492
GCSHP1	ENSG00000248651
KRT18P56	ENSG00000249668
LINC00604	ENSG00000250585
GOLGA5P1	ENSG00000251215
AIG1P1	ENSG00000249089
GCSHP2	ENSG00000259525
LINC00605	ENSG00000251533
GCSHP3	ENSG00000237580
GCSHP4	ENSG00000256171
LINC00606	ENSG00000226567
SRGAP2D	ENSG00000270872
ARL5AP1	ENSG00000227864
ARL5AP3	ENSG00000228431
ARL5AP4	ENSG00000224806
ARL5AP2	ENSG00000236818
GNG12-AS1	ENSG00000232284
ARHGAP42P2	ENSG00000231147
ARHGAP42P1	ENSG00000227817
ARHGAP42P4	ENSG00000258080
ARHGAP42P5	ENSG00000258233
PTGES3L	ENSG00000267060
LINC00607	ENSG00000235770
PTGES3L-AARSD1	ENSG00000108825
WBP1LP1	ENSG00000243661
WBP1LP2	ENSG00000250474
WBP1LP4	ENSG00000251035
WBP1LP7	ENSG00000269732
WBP1LP6	ENSG00000268663
WBP1LP5	ENSG00000259454
WBP1LP3	ENSG00000253612
PTCSC3	ENSG00000259104
LINC00609	ENSG00000257585
DFNB98~withdrawn	
TSEN15P1	ENSG00000230865
TSEN15P2	ENSG00000230604
TSEN15P3	ENSG00000234922
TSEN2P1	ENSG00000251174
TRIM51FP	ENSG00000219061
POLHP1	ENSG00000232970
